Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
"There was the same high, shining head, the same circular bristle of red hair, the same bloodless countenance.",S351-0,narration,0.2939735423811857,narrator,,,narrator,A
"The features were set, however, in a horrible smile, a fixed and unnatural grin, which in that still and moonlit room was more jarring to the nerves than any scowl or contortion.",S352-0,narration,0.2944634982851543,narrator,,,narrator,A
So like was the face to that of our little friend that I looked round at him to make sure that he was indeed with us.,S353-0,narration,0.294953454189123,narrator,,,narrator,A
Then I recalled to mind that he had mentioned to us that his brother and he were twins.,S354-0,narration,0.2954434100930916,narrator,,,narrator,A
This is terrible!,Q149-0,quote,0.2959333659970603,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
I said to Holmes.,S355-0,narration,0.2964233219010289,narrator,,,narrator,A
What is to be done?,Q149-1,quote,0.2969132778049975,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
"The door must come down,",Q150-0,quote,0.2974032337089662,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
"he answered, and, springing against it, he put all his weight upon the lock.",S356-0,narration,0.2978931896129348,narrator,,,narrator,A
"It creaked and groaned, but did not yield.",S357-0,narration,0.2983831455169035,narrator,,,narrator,A
"Together we flung ourselves upon it once more, and this time it gave way with a sudden snap, and we found ourselves within Bartholomew Sholto s chamber.",S358-0,narration,0.2988731014208721,narrator,,,narrator,A
It appeared to have been fitted up as a chemical laboratory.,S359-0,narration,0.2993630573248407,narrator,,,narrator,A
"A double line of glass-stoppered bottles was drawn up upon the wall opposite the door, and the table was littered over with Bunsen burners, test-tubes, and retorts.",S360-0,narration,0.2998530132288094,narrator,,,narrator,A
In the corners stood carboys of acid in wicker baskets.,S361-0,narration,0.300342969132778,narrator,,,narrator,A
"One of these appeared to leak or to have been broken, for a stream of dark-coloured liquid had trickled out from it, and the air was heavy with a peculiarly pungent, tar-like odour.",S362-0,narration,0.3008329250367467,narrator,,,narrator,A
"A set of steps stood at one side of the room, in the midst of a litter of lath and plaster, and above them there was an opening in the ceiling large enough for a man to pass through.",S363-0,narration,0.3013228809407153,narrator,,,narrator,A
At the foot of the steps a long coil of rope was thrown carelessly together.,S364-0,narration,0.3018128368446839,narrator,,,narrator,A
"By the table, in a wooden arm-chair, the master of the house was seated all in a heap, with his head sunk upon his left shoulder, and that ghastly, inscrutable smile upon his face.",S365-0,narration,0.3023027927486526,narrator,,,narrator,A
"He was stiff and cold, and had clearly been dead many hours.",S366-0,narration,0.3027927486526213,narrator,,,narrator,A
It seemed to me that not only his features but all his limbs were twisted and turned in the most fantastic fashion.,S367-0,narration,0.3032827045565899,narrator,,,narrator,A
"By his hand upon the table there lay a peculiar instrument, a brown, close-grained stick, with a stone head like a hammer, rudely lashed on with coarse twine.",S368-0,narration,0.3037726604605585,narrator,,,narrator,A
Beside it was a torn sheet of note-paper with some words scrawled upon it.,S369-0,narration,0.3042626163645272,narrator,,,narrator,A
"Holmes glanced at it, and then handed it to me.",S370-0,narration,0.3047525722684958,narrator,,,narrator,A
"You see,",Q151-0,quote,0.3052425281724645,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
"he said, with a significant raising of the eyebrows.",S371-0,narration,0.3057324840764331,narrator,,,narrator,A
"In the light of the lantern I read, with a thrill of horror, ""The sign of the four.""",S372-0,narration,0.3062224399804018,narrator,,,narrator,A
"In God s name, what does it all mean?",Q152-0,quote,0.3067123958843704,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
I asked.,S373-0,narration,0.307202351788339,narrator,,,narrator,A
"It means murder,",Q153-0,quote,0.3076923076923077,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
"said he, stooping over the dead man.",S374-0,narration,0.3081822635962763,narrator,,,narrator,A
"Ah, I expected it. Look here!",Q153-1,quote,0.308672219500245,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
"He pointed to what looked like a long, dark thorn stuck in the skin just above the ear.",S375-0,narration,0.3091621754042136,narrator,,,narrator,A
"It looks like a thorn,",Q154-0,quote,0.3096521313081822,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
said I.,S376-0,narration,0.3101420872121509,narrator,,,narrator,A
"It is a thorn. You may pick it out. But be careful, for it is poisoned.",Q155-0,quote,0.3106320431161195,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Implicit,major,M
I took it up between my finger and thumb.,S377-0,narration,0.3111219990200882,narrator,,,narrator,A
It came away from the skin so readily that hardly any mark was left behind.,S378-0,narration,0.3116119549240569,narrator,,,narrator,A
One tiny speck of blood showed where the puncture had been.,S379-0,narration,0.3121019108280254,narrator,,,narrator,A
"This is all an insoluble mystery to me,",Q156-0,quote,0.3125918667319941,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
said I.,S380-0,narration,0.3130818226359627,narrator,,,narrator,A
It grows darker instead of clearer.,Q156-1,quote,0.3135717785399314,Dr. Watson,"['Mr. Sherlock Holmes', 'A High Piping Voice']",Anaphoric,major,A
"On the contrary,",Q157-0,quote,0.3140617344439001,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
"he answered,",S381-0,narration,0.3145516903478687,narrator,,,narrator,A
it clears every instant. I only require a few missing links to have an entirely connected case.,Q157-1,quote,0.3150416462518373,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Anaphoric,major,M
We had almost forgotten our companion s presence since we entered the chamber.,S382-0,narration,0.315531602155806,narrator,,,narrator,A
"He was still standing in the doorway, the very picture of terror, wringing his hands and moaning to himself.",S383-0,narration,0.3160215580597746,narrator,,,narrator,A
"Suddenly, however, he broke out into a sharp, querulous cry.",S384-0,narration,0.3165115139637433,narrator,,,narrator,A
The treasure is gone!,Q158-0,quote,0.3170014698677119,Mr. Thaddeus Sholto,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,M
he said.,S385-0,narration,0.3174914257716805,narrator,,,narrator,A
"They have robbed him of the treasure! There is the hole through which we lowered it. I helped him to do it! I was the last person who saw him! I left him here last night, and I heard him lock the door as I came downstairs.",Q158-1,quote,0.3179813816756492,Mr. Thaddeus Sholto,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,M
What time was that?,Q159-0,quote,0.3184713375796178,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Implicit,major,M
"It was ten o clock. And now he is dead, and the police will be called in, and I shall be suspected of having had a hand in it. Oh, yes, I am sure I shall. But you don t think so, gentlemen? Surely you don t think that it was I? Is it likely that I would have brought you here if it were I? Oh, dear! oh, dear! I know that I shall go mad!",Q160-0,quote,0.3189612934835865,Mr. Thaddeus Sholto,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,M
He jerked his arms and stamped his feet in a kind of convulsive frenzy.,S386-0,narration,0.3194512493875551,narrator,,,narrator,A
"You have no reason for fear, Mr. Sholto,",Q161-0,quote,0.3199412052915237,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Explicit,major,M
"said Holmes, kindly, putting his hand upon his shoulder.",S387-0,narration,0.3204311611954924,narrator,,,narrator,A
"Take my advice, and drive down to the station to report this matter to the police. Offer to assist them in every way. We shall wait here until your return.",Q161-1,quote,0.320921117099461,Mr. Sherlock Holmes,"['Dr. Watson', 'A High Piping Voice']",Explicit,major,M
"The little man obeyed in a half-stupefied fashion, and we heard him stumbling down the stairs in the dark.",S388-0,narration,0.3214110730034297,narrator,,,narrator,A
Chapter VI Sherlock Holmes Gives a Demonstration,S389-0,narration,0.3219010289073984,narrator,,,narrator,A
"Now, Watson,",Q162-0,quote,0.3223909848113669,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"said Holmes, rubbing his hands,",S390-0,narration,0.3228809407153356,narrator,,,narrator,A
"we have half an hour to ourselves. Let us make good use of it. My case is, as I have told you, almost complete; but we must not err on the side of over-confidence. Simple as the case seems now, there may be something deeper underlying it.",Q162-1,quote,0.3233708966193042,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
Simple!,Q163-0,quote,0.3238608525232729,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I ejaculated.,S391-0,narration,0.3243508084272416,narrator,,,narrator,A
"Surely,",Q164-0,quote,0.3248407643312102,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"said he, with something of the air of a clinical professor expounding to his class.",S392-0,narration,0.3253307202351788,narrator,,,narrator,A
"Just sit in the corner there, that your footprints may not complicate matters. Now to work! In the first place, how did these folk come, and how did they go? The door has not been opened since last night. How of the window?",Q164-1,quote,0.3258206761391475,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"He carried the lamp across to it, muttering his observations aloud the while, but addressing them to himself rather than to me.",S393-0,narration,0.3263106320431161,narrator,,,narrator,A
"Window is snibbed on the inner side. Framework is solid. No hinges at the side. Let us open it. No water-pipe near. Roof quite out of reach. Yet a man has mounted by the window. It rained a little last night. Here is the print of a foot in mould upon the sill. And here is a circular muddy mark, and here again upon the floor, and here again by the table. See here, Watson! This is really a very pretty demonstration.",Q164-2,quote,0.3268005879470848,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"I looked at the round, well-defined muddy discs.",S394-0,narration,0.3272905438510534,narrator,,,narrator,A
"This is not a footmark,",Q165-0,quote,0.327780499755022,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
said I.,S395-0,narration,0.3282704556589907,narrator,,,narrator,A
"It is something much more valuable to us. It is the impression of a wooden stump. You see here on the sill is the boot-mark, a heavy boot with the broad metal heel, and beside it is the mark of the timber-toe.",Q166-0,quote,0.3287604115629593,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
It is the wooden-legged man.,Q167-0,quote,0.329250367466928,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Quite so. But there has been some one else, a very able and efficient ally. Could you scale that wall, doctor?",Q168-0,quote,0.3297403233708966,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
I looked out of the open window.,S396-0,narration,0.3302302792748653,narrator,,,narrator,A
The moon still shone brightly on that angle of the house.,S397-0,narration,0.3307202351788339,narrator,,,narrator,A
"We were a good sixty feet from the ground, and, look where I would, I could see no foothold, nor as much as a crevice in the brick-work.",S398-0,narration,0.3312101910828025,narrator,,,narrator,A
"It is absolutely impossible,",Q169-0,quote,0.3317001469867712,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I answered.,S399-0,narration,0.3321901028907398,narrator,,,narrator,A
"Without aid it is so. But suppose you had a friend up here who lowered you this good stout rope which I see in the corner, securing one end of it to this great hook in the wall. Then, I think, if you were an active man, You might swarm up, wooden leg and all. You would depart, of course, in the same fashion, and your ally would draw up the rope, untie it from the hook, shut the window, snib it on the inside, and get away in the way that he originally came. As a minor point it may be noted,",Q170-0,quote,0.3326800587947085,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"he continued, fingering the rope,",S400-0,narration,0.3331700146986771,narrator,,,narrator,A
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",Q170-1,quote,0.3336599706026457,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
