sentence,polarity,subjectivity
“ I can see him plainly ” “ And there is the Aurora ” exclaimed Holmes “ and going like the devil,-0.26785714285714285,0.35714285714285715
Full speed ahead engineer,0.35,0.55
Make after that launch with the yellow light,0.2,0.35
By heaven I shall never forgive myself if she proves to have the heels of us ” She had slipped unseen through the yard-entrance and passed behind two or three small craft so that she had fairly got her speed up before we saw her,0.10624999999999998,0.5
Now she was flying down the stream near in to the shore going at a tremendous rate,0.09259259259259257,0.562962962962963
Jones looked gravely at her and shook his head,0.0,0.0
“ She is very fast ” he said,0.26,0.78
“ I doubt if we shall catch her ” “ We must catch her ” cried Holmes between his teeth,0.0,0.0
“ Heap it on stokers,0.0,0.0
Make her do all she can,0.0,0.0
If we burn the boat we must have them ” We were fairly after her now,0.7,0.9
The furnaces roared and the powerful engines whizzed and clanked like a great metallic heart,0.55,0.875
Her sharp steep prow cut through the river-water and sent two rolling waves to right and to left of us,0.05357142857142857,0.42857142857142855
With every throb of the engines we sprang and quivered like a living thing,0.0,0.0
One great yellow lantern in our bows threw a long flickering funnel of light in front of us,0.2875,0.46249999999999997
Right ahead a dark blur upon the water showed where the Aurora lay and the swirl of white foam behind her spoke of the pace at which she was going,-0.06607142857142859,0.4089285714285714
We flashed past barges steamers merchant-vessels in and out behind this one and round the other,-0.24375000000000002,0.43125
Voices hailed us out of the darkness but still the Aurora thundered on and still we followed close upon her track,0.0,0.0
“ Pile it on men pile it on ” cried Holmes looking down into the engine-room while the fierce glow from below beat upon his eager aquiline face,-0.15555555555555559,0.2888888888888889
“ Get every pound of steam you can ” “ I think we gain a little ” said Jones with his eyes on the Aurora,-0.1875,0.5
“ I am sure of it ” said I,0.5,0.8888888888888888
“ We shall be up with her in a very few minutes ” At that moment however as our evil fate would have it a tug with three barges in tow blundered in between us,-0.63,0.565
It was only by putting our helm hard down that we avoided a collision and before we could round them and recover our way the Aurora had gained a good two hundred yards,0.010555555555555518,0.5661111111111111
She was still however well in view and the murky uncertain twilight was setting into a clear starlit night,0.10000000000000002,0.3833333333333333
Our boilers were strained to their utmost and the frail shell vibrated and creaked with the fierce energy which was driving us along,0.0,0.0
We had shot through the Pool past the West India Docks down the long Deptford Reach and up again after rounding the Isle of Dogs,-0.15185185185185185,0.312962962962963
The dull blur in front of us resolved itself now clearly enough into the dainty Aurora,0.2027777777777778,0.6666666666666666
Jones turned our search-light upon her so that we could plainly see the figures upon her deck,-0.21428571428571427,0.35714285714285715
One man sat by the stern with something black between his knees over which he stooped,-0.16666666666666666,0.43333333333333335
Beside him lay a dark mass which looked like a Newfoundland dog,-0.15,0.4
The boy held the tiller while against the red glare of the furnace I could see old Smith stripped to the waist and shovelling coals for dear life,0.05,0.1
They may have had some doubt at first as to whether we were really pursuing them but now as we followed every winding and turning which they took there could no longer be any question about it,0.225,0.26666666666666666
At Greenwich we were about three hundred paces behind them,-0.4,0.7
At Blackwall we could not have been more than two hundred and fifty,0.5,0.5
I have coursed many creatures in many countries during my checkered career but never did sport give me such a wild thrill as this mad flying man-hunt down the Thames,0.053240740740740755,0.5314814814814814
Steadily we drew in upon them yard by yard,0.16666666666666666,0.5
In the silence of the night we could hear the panting and clanking of their machinery,0.0,0.0
The man in the stern still crouched upon the deck and his arms were moving as though he were busy while every now and then he would look up and measure with a glance the distance which still separated us,0.1,0.3
Nearer we came and nearer,0.0,0.0
Jones yelled to them to stop,0.0,0.0
We were not more than four boat ’ s lengths behind them both boats flying at a tremendous pace,-0.10555555555555557,0.7333333333333334
It was a clear reach of the river with Barking Level upon one side and the melancholy Plumstead Marshes upon the other,-0.01249999999999999,0.37916666666666665
At our hail the man in the stern sprang up from the deck and shook his two clinched fists at us cursing the while in a high cracked voice,0.16,0.5399999999999999
He was a good-sized powerful man and as he stood poising himself with legs astride I could see that from the thigh downwards there was but a wooden stump upon the right side,0.1952380952380952,0.5119047619047619
At the sound of his strident angry cries there was movement in the huddled bundle upon the deck,-0.04999999999999999,0.7
It straightened itself into a little black man—the smallest I have ever seen—with a great misshapen head and a shock of tangled dishevelled hair,0.14861111111111114,0.5611111111111111
Holmes had already drawn his revolver and I whipped out mine at the sight of this savage distorted creature,0.0,0.0
He was wrapped in some sort of dark ulster or blanket which left only his face exposed but that face was enough to give a man a sleepless night,-0.0375,0.475
Never have I seen features so deeply marked with all bestiality and cruelty,0.1,0.6
His small eyes glowed and burned with a sombre light and his thick lips were writhed back from his teeth which grinned and chattered at us with a half animal fury,-0.06333333333333332,0.3483333333333334
“ Fire if he raises his hand ” said Holmes quietly,0.0,0.3333333333333333
We were within a boat ’ s-length by this time and almost within touch of our quarry,0.0,0.0
I can see the two of them now as they stood the white man with his legs far apart shrieking out curses and the unhallowed dwarf with his hideous face and his strong yellow teeth gnashing at us in the light of our lantern,0.18666666666666668,0.4866666666666667
It was well that we had so clear a view of him,0.10000000000000002,0.3833333333333333
Even as we looked he plucked out from under his covering a short round piece of wood like a school-ruler and clapped it to his lips,-0.1,0.35
Our pistols rang out together,0.0,0.0
He whirled round threw up his arms and with a kind of choking cough fell sideways into the stream,0.19999999999999998,0.65
I caught one glimpse of his venomous menacing eyes amid the white swirl of the waters,-0.5,0.5
At the same moment the wooden-legged man threw himself upon the rudder and put it hard down so that his boat made straight in for the southern bank while we shot past her stern only clearing her by a few feet,-0.08715277777777779,0.33819444444444446
We were round after her in an instant but she was already nearly at the bank,-0.03333333333333333,0.48888888888888893
It was a wild and desolate place where the moon glimmered upon a wide expanse of marsh-land with pools of stagnant water and beds of decaying vegetation,0.0,0.4
